"","date","count","","","","","","","","","","","","","","","","","","","","","","","","","","max","","","","","","","","","","","","","","","","","","","","","","","","","","min","","","","","","","","","","","","","","","","","","","","","","","","","","mean","","","","","","","","","","","","","","","","","","","","","","","","","","std","","","","","","","","","","","","","","","","","","","","","","","","",""
"828","8/16/2017","22","0","0","0","0","7","0","1","1","0","0","0","1","6","4","1","14","0","0","0","0","0","0","0","0","0","70320","","","","","86000","","","","","","","","80548","","","76751","","","","","","","","","","2898","","","","","70390","","","","","","","","36472","","","4352","","","","","","","","","","46691.136363636","","","","","80750.142857143","","","","","","","","43818","","","43092.357142857","","","","","","","","","","23487.209691144","","","","","5107.6845187283","","","","","","","","17993.951650485","","","24197.460052999","","","","","","","","",""
"829","8/17/2017","0","0","0","0","0","24","0","1","0","0","0","0","0","7","3","1","9","0","0","0","0","0","0","0","0","0","","","","","","71995","","","","","","","","83565","","","81234","","","","","","","","","","","","","","","6415","","","","","","","","37590","","","9170","","","","","","","","","","","","","","","38740.583333333","","","","","","","","70434.142857143","","","48854.111111111","","","","","","","","","","","","","","","22207.784876551","","","","","","","","22424.185629424","","","27019.857500755","","","","","","","","",""
"830","8/18/2017","0","0","0","0","0","19","0","1","0","0","0","0","0","4","1","0","3","0","0","0","0","0","0","0","0","0","","","","","","81710","","","","","","","","","","","","","","","","","","","","","","","","","","4355","","","","","","","","","","","","","","","","","","","","","","","","","","41210.210526316","","","","","","","","","","","","","","","","","","","","","","","","","","22143.051612887","","","","","","","","","","","","","","","","","","","",""
"831","8/19/2017","0","0","0","0","4","101","0","17","7","0","0","0","0","104","31","2","9","0","0","0","0","0","0","0","0","0","","","","","","73979","","73924","59799","","","","","73924","59799","","73736","","","","","","","","","","","","","","","2729","","17447","38520","","","","","2729","2729","","12341","","","","","","","","","","","","","","","47086.594059406","","46782.058823529","49568","","","","","47414.365384615","41265.516129032","","48648.888888889","","","","","","","","","","","","","","","12173.333271687","","11475.918386291","10691.601111776","","","","","13157.189277008","15642.371897874","","21306.571183818","","","","","","","","",""
"832","8/20/2017","2","0","0","0","0","81","0","21","10","0","0","1","0","109","25","1","13","0","0","1","0","0","0","0","0","0","","","","","","65685","","65689","47413","","","","","65689","57852","","74023","","","","","","","","","","","","","","","1109","","3068","1112","","","","","2486","1112","","3008","","","","","","","","","","","","","","","29838","","30513.666666667","17868.6","","","","","32000.027522936","22160.76","","34383.692307692","","","","","","","","","","","","","","","16691.198128055","","19500.649828489","17876.938758573","","","","","18992.254139155","21292.1421818","","22249.049666539","","","","","","","","",""
"833","8/21/2017","1","0","0","0","6","83","0","25","3","0","0","1","1","134","8","2","12","0","0","0","0","0","0","0","0","0","","","","","44111","83377","","83284","","","","","","83284","80440","","82570","","","","","","","","","","","","","","14246","3577","","3871","","","","","","3471","30047","","937","","","","","","","","","","","","","","23405.166666667","47087.506024096","","41222.28","","","","","","42020.425373134","49258.25","","45692.75","","","","","","","","","","","","","","10713.738533615","25542.131476738","","26996.38056839","","","","","","26571.358148772","23392.77928733","","27442.726412145","","","","","","","","",""
"834","8/22/2017","5","0","0","0","5","90","0","22","13","0","0","0","0","93","42","0","15","0","0","1","0","0","0","0","0","0","51380","","","","51145","66171","","66153","55606","","","","","66153","55606","","83917","","","","","","","","","","23026","","","","6081","3165","","3325","21983","","","","","3145","21511","","1297","","","","","","","","","","40028","","","","39119.8","32406.477777778","","29874.318181818","35692.846153846","","","","","27319.311827957","37782.095238095","","34579.133333333","","","","","","","","","","15490.110215876","","","","18846.116753857","18638.951909235","","19323.365844506","11880.315658307","","","","","18836.288428467","11443.436736058","","26833.715401835","","","","","","","","",""
"835","8/23/2017","1","0","0","0","1","34","0","6","6","2","1","0","0","19","26","0","5","3","0","1","0","0","0","0","0","0","","","","","","84957","","36214","83425","","","","","51280","83425","","86071","","","","","","","","","","","","","","","5910","","5910","24973","","","","","5910","6024","","11403","","","","","","","","","","","","","","","41840.764705882","","20793","56999.333333333","","","","","24033.684210526","45865.038461538","","55470.6","","","","","","","","","","","","","","","27210.953543212","","11180.436699879","26401.902709211","","","","","17217.795039024","26279.505528804","","27855.600429716","","","","","","","","",""
"836","8/24/2017","0","0","0","0","0","55","0","4","2","0","1","0","0","16","17","0","0","10","0","0","0","0","0","0","0","0","","","","","","82436","","","","","","","","70236","70235","","","85521","","","","","","","","","","","","","","774","","","","","","","","775","919","","","330","","","","","","","","","","","","","","28863.181818182","","","","","","","","16240.5625","32904.470588235","","","55628.7","","","","","","","","","","","","","","26504.903339579","","","","","","","","24502.586625276","24608.387396672","","","23015.438625458","","","","","","","",""
"837","8/25/2017","0","0","0","0","0","37","0","1","4","0","2","0","0","16","11","0","0","24","0","0","0","0","0","0","0","0","","","","","","85600","","","","","","","","85591","85303","","","36929","","","","","","","","","","","","","","364","","","","","","","","45077","22215","","","12526","","","","","","","","","","","","","","65205.432432432","","","","","","","","72361.25","58292.363636364","","","33529.625","","","","","","","","","","","","","","25268.972551487","","","","","","","","19005.280797715","30199.813642712","","","5092.7395106","","","","","","","",""
"838","8/26/2017","1","0","0","0","2","107","0","11","25","1","0","0","0","65","58","0","2","0","0","0","0","0","0","0","0","0","","","","","","86258","","86274","83310","","","","","86274","83310","","","","","","","","","","","","","","","","","1600","","1597","21493","","","","","1597","3343","","","","","","","","","","","","","","","","","39151.588785047","","27930","42314.16","","","","","23741.123076923","42745.413793103","","","","","","","","","","","","","","","","","26715.121771801","","33260.398698753","17217.181894549","","","","","29832.918591249","17843.762531046","","","","","","","","","","",""
"839","8/27/2017","0","0","0","0","0","47","0","1","12","0","0","0","0","15","30","0","4","0","0","0","0","0","0","0","0","0","","","","","","85600","","","59728","","","","","85758","76446","","","","","","","","","","","","","","","","","3","","","2953","","","","","5392","2952","","","","","","","","","","","","","","","","","40878.404255319","","","23462.833333333","","","","","44228.466666667","31821.033333333","","","","","","","","","","","","","","","","","30434.172457989","","","27181.048627953","","","","","36397.902553123","29541.318207092","","","","","","","","","","",""
"840","8/28/2017","5","0","0","0","5","295","0","59","25","0","4","0","0","325","72","1","1","0","0","0","0","0","0","0","0","0","79035","","","","86099","86365","","86381","85118","","","","","86381","85118","","","","","","","","","","","","41579","","","","16360","1333","","7352","1336","","","","","6942","1335","","","","","","","","","","","","64059.4","","","","59337.8","57477.301694915","","60644.457627119","53943.72","","","","","57485.947692308","59322.277777778","","","","","","","","","","","","14482.931291696","","","","32262.546283578","23022.155761467","","25035.83450144","25864.968146317","","","","","24456.998068549","23997.543557518","","","","","","","","","","",""
"841","8/29/2017","33","0","0","0","3","53","0","4","9","0","0","1","0","13","22","3","3","0","0","0","0","0","0","0","0","0","86081","","","","","85770","","","72290","","","","","22512","72290","","","","","","","","","","","","21077","","","","","25","","","1358","","","","","35","1269","","","","","","","","","","","","50394.96969697","","","","","21221.528301887","","","22992.333333333","","","","","6911.4615384615","19142.181818182","","","","","","","","","","","","14262.607123798","","","","","26716.277603453","","","32080.177816683","","","","","8889.3395387901","29224.809021554","","","","","","","","","","",""
"842","8/30/2017","29","0","0","0","0","40","0","2","5","3","0","1","0","15","14","1","18","0","0","0","0","0","0","0","0","0","81936","","","","","82663","","","80776","","","","","81735","80776","","85530","","","","","","","","","","1145","","","","","1745","","","14070","","","","","18790","14070","","8997","","","","","","","","","","52300.275862069","","","","","49459","","","40999.8","","","","","48517.4","40602.428571428","","58978.611111111","","","","","","","","","","23421.401086394","","","","","24883.43917095","","","31031.832417696","","","","","25651.037299549","25052.95446945","","19322.847677537","","","","","","","","",""
"843","8/31/2017","56","0","0","0","0","20","0","2","8","0","1","0","1","9","28","2","25","0","0","0","0","0","0","0","0","0","84028","","","","","82637","","","59649","","","","","65723","59649","","85561","","","","","","","","","","4951","","","","","10602","","","10606","","","","","18346","10605","","6429","","","","","","","","","","41193.392857143","","","","","44226.55","","","39350.375","","","","","44666.222222222","38843.642857143","","45735.08","","","","","","","","","","28274.30388866","","","","","23605.422201544","","","20806.762135267","","","","","24969.555226204","19841.836687338","","27487.930192056","","","","","","","","",""
"844","9/1/2017","18","4","0","0","0","35","0","5","7","0","0","7","1","18","18","1","11","0","0","0","0","0","0","0","0","0","81830","","","","","84368","","77362","52642","","","66373","","77362","84353","","43513","","","","","","","","","","5948","","","","","45","","1466","4482","","","9851","","1301","4481","","3082","","","","","","","","","","48303.777777778","","","","","50682.914285714","","23973","31785.857142857","","","26790.857142857","","33589.777777778","41508.722222222","","25850.727272727","","","","","","","","","","28988.309880233","","","","","27288.240609304","","31164.695971564","21098.309998896","","","20863.861838344","","32500.09255291","26824.266480417","","14088.716968489","","","","","","","","",""
"845","9/2/2017","21","1","0","0","0","34","0","2","1","0","0","0","0","11","10","0","1","0","0","0","0","0","0","0","0","0","72396","","","","","79308","","","","","","","","66703","66689","","","","","","","","","","","","4431","","","","","54","","","","","","","","21118","4155","","","","","","","","","","","","27105.761904762","","","","","39596.117647059","","","","","","","","48748.545454545","23571.9","","","","","","","","","","","","20901.754684487","","","","","25860.513755197","","","","","","","","17740.730060308","27997.141308236","","","","","","","","","","",""
"846","9/3/2017","3","0","0","0","0","13","0","2","2","0","0","0","9","10","4","0","8","0","0","0","0","0","0","0","0","0","","","","","","82963","","","","","","","80231","72541","","","81525","","","","","","","","","","","","","","","9402","","","","","","","27282","26802","","","4201","","","","","","","","","","","","","","","37578.076923077","","","","","","","57940.333333333","49671.8","","","36854.5","","","","","","","","","","","","","","","26374.055197806","","","","","","","18923.669656015","24106.042607151","","","24271.864623175","","","","","","","","",""
"847","9/4/2017","19","0","0","0","0","16","0","1","2","0","0","0","0","8","7","1","3","0","0","0","0","0","0","0","0","0","67333","","","","","81846","","","","","","","","77092","79944","","","","","","","","","","","","12925","","","","","29791","","","","","","","","29820","33014","","","","","","","","","","","","33721.210526316","","","","","56180.8125","","","","","","","","60163.375","56727","","","","","","","","","","","","21158.222876379","","","","","21536.480632387","","","","","","","","23383.960448732","22834.319477488","","","","","","","","","","",""
"848","9/5/2017","3","0","0","0","2","37","0","1","7","0","0","0","0","7","19","0","3","0","0","0","0","0","0","0","0","0","","","","","","85304","","","72801","","","","","83562","83563","","","","","","","","","","","","","","","","","365","","","356","","","","","39374","356","","","","","","","","","","","","","","","","","43465.405405405","","","27235.428571428","","","","","49230.714285714","28624.947368421","","","","","","","","","","","","","","","","","28936.124176518","","","23846.186556465","","","","","17738.062969354","27828.500709152","","","","","","","","","","",""
"849","9/6/2017","4","0","0","0","0","40","0","2","0","0","0","0","0","10","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","85027","","","","","","","","43732","","","","","","","","","","","","","","","","","","2689","","","","","","","","263","","","","","","","","","","","","","","","","","","44295.525","","","","","","","","21997.5","","","","","","","","","","","","","","","","","","23173.038056513","","","","","","","","22910.174601643","","","","","","","","","","","",""
"850","9/7/2017","6","0","0","0","0","25","0","3","0","0","6","0","0","15","0","5","3","0","0","0","0","0","0","0","0","0","51873","","","","","76589","","","","","61917","","","53314","","85082","","","","","","","","","","","6688","","","","","5205","","","","","61544","","","2044","","13185","","","","","","","","","","","35965.333333333","","","","","40761.24","","","","","61803.833333333","","","27894.733333333","","42206","","","","","","","","","","","16600.606527072","","","","","20960.03105373","","","","","146.24693728987","","","21667.501307807","","39142.276754169","","","","","","","","","",""
"851","9/8/2017","8","0","0","0","0","19","0","2","3","0","0","0","2","13","11","1","9","0","1","0","0","0","0","0","0","0","85140","","","","","85825","","","","","","","","60658","83694","","74397","","","","","","","","","","2720","","","","","1545","","","","","","","","10274","7582","","6765","","","","","","","","","","51521.25","","","","","54960.631578947","","","","","","","","35511.384615385","56026.363636364","","47024.888888889","","","","","","","","","","25056.951033025","","","","","30340.175410045","","","","","","","","22996.750449931","30498.239720589","","26494.987471428","","","","","","","","",""
"852","9/9/2017","2","0","0","0","0","30","0","3","0","0","0","0","0","17","3","0","11","0","0","0","0","0","0","0","0","0","","","","","","85580","","","","","","","","83427","","","79624","","","","","","","","","","","","","","","2099","","","","","","","","22344","","","17269","","","","","","","","","","","","","","","50466.833333333","","","","","","","","55815.529411765","","","41327.272727273","","","","","","","","","","","","","","","24216.889165071","","","","","","","","24296.108523583","","","18299.145253759","","","","","","","","",""
"853","9/10/2017","0","0","0","0","0","23","0","2","1","0","0","0","1","10","5","0","6","0","0","0","0","0","0","0","0","0","","","","","","84003","","","","","","","","75584","58238","","83468","","","","","","","","","","","","","","","12616","","","","","","","","21430","21430","","11613","","","","","","","","","","","","","","","45789.434782609","","","","","","","","52329.2","43843","","50114.5","","","","","","","","","","","","","","","23796.201423042","","","","","","","","24677.70765421","16763.557707122","","28353.667196678","","","","","","","","",""
"854","9/11/2017","1","0","0","0","0","17","0","4","0","0","0","1","0","13","3","0","4","0","0","0","0","0","0","0","0","0","","","","","","81757","","","","","","","","81754","","","","","","","","","","","","","","","","","","184","","","","","","","","14500","","","","","","","","","","","","","","","","","","31713.117647059","","","","","","","","40816.153846154","","","","","","","","","","","","","","","","","","28635.102845726","","","","","","","","14324.648918596","","","","","","","","","","","",""
"855","9/12/2017","0","0","0","0","0","17","0","2","0","0","0","0","0","10","0","0","7","0","0","0","0","0","0","0","0","0","","","","","","60982","","","","","","","","51054","","","84937","","","","","","","","","","","","","","","6921","","","","","","","","3667","","","1907","","","","","","","","","","","","","","","36352.529411765","","","","","","","","27362","","","45691.714285714","","","","","","","","","","","","","","","17523.339697093","","","","","","","","24973.561113038","","","31395.789243752","","","","","","","","",""
"856","9/13/2017","0","0","0","0","0","25","0","3","0","0","0","4","1","16","2","6","8","0","0","0","0","0","0","0","0","0","","","","","","86000","","","","","","","","73050","","9740","83489","","","","","","","","","","","","","","","5923","","","","","","","","10040","","7043","1942","","","","","","","","","","","","","","","52864.68","","","","","","","","45388.6875","","8391.6666666667","23209.75","","","","","","","","","","","","","","","20983.487860935","","","","","","","","26597.147282415","","1476.6601053278","28682.015379228","","","","","","","","",""
"857","9/14/2017","0","0","0","0","0","23","0","4","2","0","0","0","0","14","5","0","0","0","0","0","0","0","0","0","0","0","","","","","","86090","","","","","","","","74806","27865","","","","","","","","","","","","","","","","","1836","","","","","","","","2592","2593","","","","","","","","","","","","","","","","","45718.695652174","","","","","","","","43092.928571428","22092.6","","","","","","","","","","","","","","","","","27579.77180411","","","","","","","","30418.845174722","10937.493145141","","","","","","","","","","",""
"858","9/15/2017","0","0","0","0","0","27","0","2","1","0","0","0","0","10","4","0","1","0","0","0","0","0","0","0","0","0","","","","","","82538","","","","","","","","76637","","","","","","","","","","","","","","","","","","733","","","","","","","","25549","","","","","","","","","","","","","","","","","","37882.888888889","","","","","","","","51093","","","","","","","","","","","","","","","","","","26541.374356238","","","","","","","","26925.74018378","","","","","","","","","","","",""
"859","9/16/2017","0","0","0","0","0","28","0","2","3","0","0","1","0","6","13","1","5","0","0","0","2","0","0","0","0","0","","","","","","83066","","","","","","","","54456","35459","","78506","","","","","","","","","","","","","","","967","","","","","","","","38816","8420","","13847","","","","","","","","","","","","","","","51055.678571428","","","","","","","","51848.666666667","18413.692307692","","46017.4","","","","","","","","","","","","","","","24641.295649036","","","","","","","","6384.6766767524","13155.429534256","","27594.720351908","","","","","","","","",""
"860","9/17/2017","1","0","0","0","1","46","0","2","1","0","0","0","0","13","5","0","3","0","3","0","4","0","0","0","0","0","","","","","","86345","","","","","","","","61422","35000","","","","","","","","","","","","","","","","","532","","","","","","","","14369","532","","","","","","","","","","","","","","","","","33455.260869565","","","","","","","","40892.923076923","19202.4","","","","","","","","","","","","","","","","","27318.02943799","","","","","","","","18982.360339982","14160.187103284","","","","","","","","","","",""
"861","9/18/2017","0","0","0","0","0","38","0","3","1","0","0","0","0","15","3","0","4","0","0","1","2","0","0","0","0","0","","","","","","85477","","","","","","","","65319","","","","","","","","","","","","","","","","","","1214","","","","","","","","19445","","","","","","","","","","","","","","","","","","52562.026315789","","","","","","","","40802.133333333","","","","","","","","","","","","","","","","","","23143.932706163","","","","","","","","19522.768853194","","","","","","","","","","","",""
"862","9/19/2017","11","0","0","0","0","33","0","2","1","0","0","0","0","11","4","1","4","0","0","0","0","0","0","0","0","0","77357","","","","","86287","","","","","","","","69100","","","","","","","","","","","","","6169","","","","","3991","","","","","","","","26831","","","","","","","","","","","","","45855.818181818","","","","","52774.96969697","","","","","","","","47915.181818182","","","","","","","","","","","","","19892.010636525","","","","","25124.531130557","","","","","","","","21134.769423006","","","","","","","","","","","",""
"863","9/20/2017","2","0","0","0","0","25","0","22","4","0","0","1","5","59","17","4","9","0","2","1","0","0","0","0","0","0","","","","","","73456","","79429","","","","","34159","79429","13433","","60090","","","","","","","","","","","","","","","6527","","13695","","","","","31969","13694","6529","","24009","","","","","","","","","","","","","","","37214.08","","18962.136363636","","","","","32594.2","22714.033898305","7007.6470588235","","39924.333333333","","","","","","","","","","","","","","","23777.201366575","","14129.608572395","","","","","892.9508385124","18350.099217026","1656.7296453094","","14259.784535539","","","","","","","","",""
"864","9/21/2017","0","0","0","0","0","18","0","1","0","0","0","0","0","5","0","0","4","0","0","0","0","0","0","0","0","0","","","","","","85804","","","","","","","","42349","","","","","","","","","","","","","","","","","","4189","","","","","","","","42349","","","","","","","","","","","","","","","","","","43026.111111111","","","","","","","","42349","","","","","","","","","","","","","","","","","","22726.916397261","","","","","","","","0","","","","","","","","","","","",""
"865","9/22/2017","2","0","0","0","1","14","0","2","0","0","0","3","0","13","2","0","18","0","0","1","0","0","0","0","0","0","","","","","","86064","","","","","","","","71560","","","85481","","","","","","","","","","","","","","","14764","","","","","","","","1515","","","1864","","","","","","","","","","","","","","","54828.285714286","","","","","","","","36868.769230769","","","37815.5","","","","","","","","","","","","","","","20199.022129524","","","","","","","","27916.382120402","","","27561.083386565","","","","","","","","",""
"866","9/23/2017","1","0","0","0","0","12","0","2","0","0","2","1","0","8","2","0","20","0","0","0","0","0","0","0","0","0","","","","","","85188","","","","","","","","85217","","","83605","","","","","","","","","","","","","","","4393","","","","","","","","24885","","","280","","","","","","","","","","","","","","","44302.083333333","","","","","","","","66149.5","","","33690.4","","","","","","","","","","","","","","","22262.586660373","","","","","","","","26679.450106777","","","30039.112260693","","","","","","","","",""
"867","9/24/2017","2","0","0","0","2","33","0","1","5","0","0","0","0","5","13","0","11","0","0","0","0","0","0","0","0","0","","","","","","80760","","","80760","","","","","45299","80760","","83168","","","","","","","","","","","","","","","600","","","12918","","","","","45299","12918","","2389","","","","","","","","","","","","","","","45431.242424242","","","32953","","","","","45299","38478.461538462","","26990.363636364","","","","","","","","","","","","","","","22720.705479846","","","30167.211455486","","","","","0","28074.130599823","","23212.410242251","","","","","","","","",""
"868","9/25/2017","0","0","0","0","0","42","0","1","0","0","0","0","0","5","0","1","1","0","0","0","0","0","0","0","0","0","","","","","","86301","","","","","","","","40315","","","","","","","","","","","","","","","","","","1248","","","","","","","","40315","","","","","","","","","","","","","","","","","","47093.333333333","","","","","","","","40315","","","","","","","","","","","","","","","","","","25058.431066129","","","","","","","","0","","","","","","","","","","","",""
"869","9/26/2017","0","0","0","0","0","23","0","1","1","0","0","0","0","6","6","1","0","0","0","0","0","0","0","0","0","0","","","","","","78958","","","","","","","","43787","64846","","","","","","","","","","","","","","","","","8955","","","","","","","","34381","40622","","","","","","","","","","","","","","","","","46337.695652174","","","","","","","","42219.333333333","50251.666666667","","","","","","","","","","","","","","","","","19158.952000744","","","","","","","","3839.9834201031","11368.721311857","","","","","","","","","","",""
"870","9/27/2017","0","0","0","0","0","22","0","3","8","0","0","0","0","15","18","0","0","0","0","0","0","0","0","0","0","0","","","","","","85826","","","64353","","","","","78894","64353","","","","","","","","","","","","","","","","","3941","","","40830","","","","","4453","15497","","","","","","","","","","","","","","","","","56299.227272727","","","46732","","","","","38029.466666667","43893.611111111","","","","","","","","","","","","","","","","","26217.745191871","","","10875.012906396","","","","","31906.023188345","13016.531950421","","","","","","","","","","",""
"871","9/28/2017","0","0","0","0","0","26","0","2","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","84763","","","","","","","","58996","","","","","","","","","","","","","","","","","","1604","","","","","","","","12760","","","","","","","","","","","","","","","","","","39816.807692308","","","","","","","","35878.1","","","","","","","","","","","","","","","","","","26655.060817817","","","","","","","","24368.406241826","","","","","","","","","","","",""
"872","9/29/2017","0","0","0","0","0","18","0","2","0","0","0","0","2","14","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","84268","","","","","","","","67009","","","","","","","","","","","","","","","","","","4211","","","","","","","","1456","","","","","","","","","","","","","","","","","","54730.111111111","","","","","","","","37398.285714286","","","","","","","","","","","","","","","","","","31184.428331138","","","","","","","","20967.652916699","","","","","","","","","","","",""
"873","9/30/2017","0","0","0","0","0","28","0","2","0","0","0","0","0","11","5","0","0","0","0","1","0","0","0","0","0","0","","","","","","84910","","","","","","","","55868","42200","","","","","","","","","","","","","","","","","2946","","","","","","","","9594","2946","","","","","","","","","","","","","","","","","47026.857142857","","","","","","","","34108.454545455","20664.8","","","","","","","","","","","","","","","","","28964.608663261","","","","","","","","23583.722358286","18436.376737309","","","","","","","","","","",""
"874","10/1/2017","0","0","0","0","0","10","0","3","2","1","0","0","0","16","8","1","0","0","0","0","0","0","0","0","0","0","","","","","","61000","","","","","","","","76744","65535","","","","","","","","","","","","","","","","","2435","","","","","","","","14846","35150","","","","","","","","","","","","","","","","","40974.6","","","","","","","","50414.3125","60479.625","","","","","","","","","","","","","","","","","20170.955087837","","","","","","","","26073.710166165","10807.808433026","","","","","","","","","","",""
"875","10/2/2017","0","0","0","0","0","10","0","1","0","0","0","1","7","5","2","0","6","0","0","1","0","0","0","0","0","0","","","","","","86354","","","","","","","84408","50516","","","80622","","","","","","","","","","","","","","","30850","","","","","","","74026","50516","","","43925","","","","","","","","","","","","","","","55047.4","","","","","","","78775.285714286","50516","","","70074.833333333","","","","","","","","","","","","","","","19333.019941138","","","","","","","4201.4678670787","0","","","13319.663800812","","","","","","","","",""
"876","10/3/2017","1","0","0","0","0","37","0","3","0","0","0","0","14","13","3","1","5","0","0","0","0","0","0","0","0","0","","","","","","83592","","","","","","","61533","73976","","","57275","","","","","","","","","","","","","","","866","","","","","","","8222","13994","","","6506","","","","","","","","","","","","","","","41745.054054054","","","","","","","34427.214285714","52588.538461538","","","23967.6","","","","","","","","","","","","","","","21151.451422415","","","","","","","18879.141494409","26980.346401332","","","22852.798511342","","","","","","","","",""
"877","10/4/2017","0","0","0","0","0","40","0","4","1","0","0","2","0","22","6","0","1","0","0","0","0","0","0","0","0","0","","","","","","77064","","","","","","","","76936","76815","","","","","","","","","","","","","","","","","8711","","","","","","","","15420","32754","","","","","","","","","","","","","","","","","43323.8","","","","","","","","43677.681818182","69465.833333333","","","","","","","","","","","","","","","","","20471.517652207","","","","","","","","21863.894645841","17985.0569798","","","","","","","","","","",""
"878","10/5/2017","1","0","0","0","0","31","0","3","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","81995","","","","","","","","76464","","","","","","","","","","","","","","","","","","7778","","","","","","","","7288","","","","","","","","","","","","","","","","","","43949.870967742","","","","","","","","47545.444444444","","","","","","","","","","","","","","","","","","22188.57240224","","","","","","","","27893.855874646","","","","","","","","","","","",""
"879","10/6/2017","0","0","0","0","0","26","0","2","4","0","0","0","0","10","9","0","1","0","0","0","0","0","0","0","0","0","","","","","","84858","","","","","","","","56807","10769","","","","","","","","","","","","","","","","","5278","","","","","","","","10861","5281","","","","","","","","","","","","","","","","","29611","","","","","","","","33833.6","7149.1111111111","","","","","","","","","","","","","","","","","21750.639126242","","","","","","","","24215.24659383","2714.9019063515","","","","","","","","","","",""
"880","10/7/2017","0","1","0","0","0","9","0","2","0","0","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","86370","","","","","","","","57442","","","","","","","","","","","","","","","","","","5947","","","","","","","","14493","","","","","","","","","","","","","","","","","","53513.777777778","","","","","","","","35967.6","","","","","","","","","","","","","","","","","","23815.106848268","","","","","","","","22636.00513047","","","","","","","","","","","",""
"881","10/8/2017","1","0","0","0","0","28","0","2","4","0","1","1","0","11","14","3","3","0","0","0","0","0","0","0","0","0","","","","","","83307","","","","","","","","63884","83312","","","","","","","","","","","","","","","","","1162","","","","","","","","20599","18438","","","","","","","","","","","","","","","","","43457","","","","","","","","41406","62479.071428571","","","","","","","","","","","","","","","","","23906.901994256","","","","","","","","21819.176634328","21908.629520261","","","","","","","","","","",""
"882","10/9/2017","4","0","0","0","0","14","0","7","0","1","0","0","0","22","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","85525","","64736","","","","","","85743","","","","","","","","","","","","","","","","","","307","","9288","","","","","","9288","","","","","","","","","","","","","","","","","","37297.428571428","","26477.714285714","","","","","","35504.909090909","","","","","","","","","","","","","","","","","","31712.938079723","","25051.788916258","","","","","","26529.794404296","","","","","","","","","","","",""
"883","10/10/2017","0","0","0","0","0","31","0","2","1","0","0","0","0","9","6","1","0","0","0","0","0","0","0","0","0","0","","","","","","84911","","","","","","","","63987","65611","","","","","","","","","","","","","","","","","9342","","","","","","","","17277","63986","","","","","","","","","","","","","","","","","45009.709677419","","","","","","","","35811.555555555","65037.666666667","","","","","","","","","","","","","","","","","20424.47216975","","","","","","","","22817.993887013","817.26707181108","","","","","","","","","","",""
"884","10/11/2017","1","0","0","0","0","20","0","2","0","0","0","0","7","15","1","4","5","0","0","0","0","0","0","0","0","0","","","","","","85214","","","","","","","70396","46823","","","82348","","","","","","","","","","","","","","","11788","","","","","","","25442","506","","","45260","","","","","","","","","","","","","","","47195.65","","","","","","","50508.285714286","28194","","","61835.4","","","","","","","","","","","","","","","19387.579182437","","","","","","","13849.006302671","23169.825450973","","","14550.836154668","","","","","","","","",""
"885","10/12/2017","4","0","0","0","0","46","0","3","0","0","0","0","22","16","6","182","8","0","0","0","0","0","0","0","0","0","","","","","","81529","","","","","","","33115","66518","63481","33112","79394","","","","","","","","","","","","","","","1990","","","","","","","9348","5070","5498","8360","474","","","","","","","","","","","","","","","26349.804347826","","","","","","","20768.409090909","28244.5625","25106.5","9184.5879120879","21426.25","","","","","","","","","","","","","","","21305.666077485","","","","","","","6867.5061229303","27126.019577689","19723.773825006","3601.6733159115","25197.677238474","","","","","","","","",""
"886","10/13/2017","0","0","0","0","0","4","0","3","0","0","0","0","0","10","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","47237","","","","","","","","","","","","","","","","","","","","","","","","","","23725","","","","","","","","","","","","","","","","","","","","","","","","","","35556.7","","","","","","","","","","","","","","","","","","","","","","","","","","12314.165240351","","","","","","","","","","","",""
"887","10/14/2017","0","0","0","0","0","20","0","3","0","0","0","0","0","15","4","1","1","0","0","1","0","0","0","0","0","0","","","","","","86090","","","","","","","","83595","","","","","","","","","","","","","","","","","","23632","","","","","","","","5764","","","","","","","","","","","","","","","","","","62947.3","","","","","","","","42271.533333333","","","","","","","","","","","","","","","","","","19536.818205365","","","","","","","","33077.750346433","","","","","","","","","","","",""
"888","10/15/2017","0","0","0","0","0","19","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","86015","","","","","","","","46528","","","","","","","","","","","","","","","","","","167","","","","","","","","13136","","","","","","","","","","","","","","","","","","39098.210526316","","","","","","","","40962.166666667","","","","","","","","","","","","","","","","","","27569.344498271","","","","","","","","13631.981974998","","","","","","","","","","","",""
"889","10/16/2017","0","0","0","0","0","10","0","2","2","0","0","0","2","10","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","83105","","","","","","","","53300","","","","","","","","","","","","","","","","","","477","","","","","","","","9437","","","","","","","","","","","","","","","","","","27147.4","","","","","","","","31368.3","","","","","","","","","","","","","","","","","","28564.223533022","","","","","","","","23117.620019034","","","","","","","","","","","",""
